,0
212,306621.32371953595
213,265754.3778810146
214,222111.57219180625
215,212509.47346791005
216,226993.48414233307
217,419902.3455042501
218,364583.61435405305
219,333041.2585716131
220,273385.1906123863
221,319338.571232112
222,205999.7304793965
223,172381.02994441387
224,190153.74009605366
225,164267.53976548035
226,185911.41768070243
227,195673.80343604318
228,200246.34702728
229,203235.34548456877
230,193206.00920412285
231,255971.97482103214
232,173279.94356529866
233,177243.31178756294
234,165209.27358682972
235,275147.6273117486
236,166449.981266346
237,348657.69933849084
238,357542.2476488291
239,285966.93861359026
240,291942.5940693568
241,234137.99964806015
242,237190.3430200241
243,281661.8722504964
244,260725.31018731467
245,370630.0637320812
246,239091.74311232465
247,214455.8602926527
248,263405.62253598974
249,221207.46414001312
250,273130.73939679214
251,273283.1235831497
252,279446.7962580223
253,233961.29138995692
254,216086.53811876904
255,183405.6493439419
256,181304.01260443497
257,150171.91134194387
258,211521.00238900617
259,240905.3415985344
260,159116.58934435158
261,121142.40275631909
262,146771.18731482566
263,221732.1053810031
264,246566.4922814707
265,191672.08361532222
266,138515.2451080102
267,172278.76136604327
268,174049.54920575875
269,173544.41695367955
270,131480.69630459097
271,114292.8921947941
272,109636.592079832
273,102614.63758209517
274,120394.0815356049
275,102007.25280324285
276,266084.0985505224
277,281249.5202097143
278,250460.44283586068
279,213958.5494516463
280,188927.3054886957
281,177927.3838761967
282,191037.63583200888
283,306654.73023553414
284,222447.51946999205
285,181356.65871399964
286,211448.6364722734
287,214734.49253188787
288,138384.7314943688
289,127563.62897673032
290,249122.49191901324
291,106120.28625899082
292,145641.1975128067
293,194032.74477633968
294,161649.44204086254
295,146537.77639401186
296,116168.08348112325
297,152896.8846203385
298,169445.95450638383
299,171084.2979256816
300,150945.0436074531
301,178502.60584796674
302,182769.7340941969
303,106816.10627243604
304,168505.1507128137
305,195406.44066370043
306,227626.6968768059
307,146636.51649377638
308,169242.15410209258
309,164343.34414223945
310,126413.82960867218
311,140739.71007731187
312,122714.21269441702
313,148172.82414085214
314,154878.92457962726
315,142050.68235693334
316,121222.02303085731
317,153164.18714372214
318,142988.5054422444
319,166510.421747116
320,122307.033820792
321,65049.725244538844
322,137138.4816096395
323,109403.88033049392
324,135382.50090303074
325,153179.9329087625
326,156119.49114211323
327,66876.36183775091
328,99581.73999689113
329,46748.781862783304
330,183983.0645269059
331,159483.04661824452
332,138000.90667062587
333,176388.0561758613
334,132176.94002101122
335,159376.6837070438
336,124362.74043353561
337,128130.29236318539
338,107018.8309550088
339,147786.98453455948
340,104824.37628431481
341,127140.27202391646
342,156382.3309713924
343,154693.83534532491
344,137236.27945635634
345,136131.5720519494
346,155618.91965669088
347,135308.53169439803
348,130069.7675440029
349,145948.8989725314
350,121370.19526442641
351,115281.91798469189
352,119997.61838116158
353,99323.79447034701
354,37334.66974197877
355,113978.40986106165
356,126473.701781034
357,164465.33385453376
358,139090.4463347732
359,62998.740339371725
360,125076.72340582707
361,158080.06097192797
362,57633.976896154985
363,143864.06461913686
364,131715.48653492646
365,112876.02049078612
366,95500.23246403261
367,143197.46752036884
368,156406.47980679848
369,142438.38926016862
370,146894.03846118288
371,72050.31126609123
372,155789.5474669497
373,98740.65627500182
374,102540.19718183656
375,127287.8089038077
376,103112.87465328624
377,112177.56679522434
378,122775.50450855154
379,149624.37010235613
380,114457.01824850556
381,77908.24030319614
382,118289.27592448241
383,150408.051044544
384,143227.39804392142
385,151816.55347273845
386,173552.7601476368
387,48981.536444259764
388,134127.10212112084
389,105635.08618124099
390,132900.56448934865
391,119740.56325274317
392,113596.62536928586
393,154894.71902305936
394,173682.34443873542
395,222073.71956769945
396,131537.73715364843
397,137194.90803222626
398,115926.33945950666
399,146816.4257415739
400,114856.0357816181
401,288532.15415591915
402,272369.43785735994
403,272385.17377196153
404,311894.52215243736
405,308118.0945927836
406,223792.007508021
407,274629.9874688159
408,213773.52522313173
409,227484.56922567906
410,235934.21066747446
411,188325.9419139541
412,246187.18758591448
413,125983.17513165777
414,162781.6524819552
415,187848.05041239227
416,209279.24847327566
417,197035.99991139455
418,147607.39097588006
419,135762.94587687321
420,244199.82196527784
421,244177.60750592293
422,185041.20170958302
423,196949.25010634962
424,195431.09725998857
425,264277.1662209863
426,234139.73001597836
427,268775.4422054291
428,174012.00567313202
429,95574.76622795372
430,110372.80253100049
431,91285.74166504847
432,130358.0325493583
433,124123.84188470303
434,125684.33525118383
435,122304.29179458655
436,109195.03235175293
437,90978.77094761176
438,183485.84706458496
439,165694.68964573165
440,184995.11397396267
441,166901.60065109184
442,237650.37356763423
443,155016.63101367326
444,200946.00166585555
445,155475.41001480873
446,202607.55544649853
447,93478.26272537217
448,141942.7391102125
449,107959.44102176455
450,225281.49064418388
451,306177.1321571722
452,163632.76046591293
453,65189.95634198075
454,316047.33762622514
455,35321.81476911981
456,239139.97664068427
457,136477.17383790878
458,168329.7112294222
459,144756.93579857075
460,341610.7877019454
461,308650.20086280507
462,254809.1161936148
463,208528.31065635142
464,205814.07784134411
465,340239.38379518356
466,132014.39472730737
467,152971.8384138862
468,120231.10322344016
469,134843.5555498156
470,137985.47584127952
471,133142.986727799
472,180216.68175148874
473,166245.5999096134
474,169216.7598390206
475,182454.01484961304
476,168911.56432368836
477,177654.98713144922
478,261865.05562779517
479,224798.69786873172
480,157844.7821795034
481,158152.3372235691
482,237429.87602604952
483,360235.707160124
484,399889.6827375497
485,125236.36526488858
486,313319.51323432114
487,156670.42309957938
488,244619.4191057748
489,199754.5633938909
490,266951.20337065397
491,224779.87272965725
492,190881.78245785975
493,186241.33125823573
494,128000.47746510495
495,301101.6072783888
496,144905.36507452736
497,249150.17270516747
498,144499.99042831056
499,107179.55275142903
500,135462.46297459386
501,96296.3252827676
502,110452.49012157929
503,102141.67964263888
504,150103.6289428473
505,135543.24327818156
506,322610.0735050701
507,391818.35601545335
508,372068.438466722
509,378475.9397320532
510,418325.48105332965
511,368146.1227938562
512,321368.9193589316
513,341164.02007820946
514,446194.16797672125
515,298925.5117674343
516,357497.8855452469
517,333281.8615492758
518,309327.60393120715
519,206198.94827746533
520,346310.0777157221
521,236353.66950039388
522,215610.39295569048
523,190884.94272289853
524,215513.43311366808
525,207011.44379081667
526,211330.61382322086
527,181237.5153796164
528,198104.54369593775
529,219286.8426607946
530,253647.5957153105
531,222634.4448022104
532,165905.6486694264
533,219288.82165925528
534,176810.2314843277
535,293233.4812795011
536,325778.64619413775
537,326790.7605256849
538,318593.14006262954
539,344756.70745121746
540,327814.3782193414
541,248575.21997049646
542,255358.02914799654
543,309619.9550676054
544,228490.22270952733
545,238044.58937637348
546,263592.0879391022
547,246086.9023353523
548,204667.58347310856
549,210763.17527769782
550,138521.3774560401
551,183800.1867872758
552,178801.46876217716
553,186966.85071316964
554,232246.34064356153
555,193699.96978930672
556,197754.6932923729
557,92536.83300600809
558,129542.76159987952
559,83784.01138845105
560,97782.88928587298
561,181958.10599611173
562,141383.19409021735
563,320648.63221671525
564,350493.35935341765
565,166014.87651412238
566,157657.37483476227
567,159243.71704881545
568,157465.65110929083
569,264574.1219247031
570,236146.16862307178
571,254614.32811279412
572,252866.13422961597
573,173704.94478813885
574,220656.49649203333
575,201117.5107604474
576,216957.4487829019
577,324406.7142272927
578,225254.16986355803
579,299677.73902825476
580,285216.7461429812
581,212745.28216035778
582,171044.60989586302
583,169153.0882130051
584,214603.9409087809
585,137850.48420427102
586,131951.04557899528
587,149882.69071308392
588,139501.2083967314
589,172005.4456105372
590,113609.04230502761
591,121558.74207476238
592,145638.89536183927
593,56863.099530699954
594,171058.75686306806
595,156450.43393464314
596,98060.23072819047
597,208646.55484965336
598,132251.32771643266
599,176051.48524622206
600,170252.41583304259
601,119050.16020747057
602,117827.94126638395
603,134451.7226825512
604,116404.60454083397
605,179940.49935744717
606,126834.72653234012
607,144496.1760676571
608,76350.54774077535
609,105741.01274832217
610,87177.45880815802
611,146320.00934685895
612,116542.61671434811
613,113406.68631887849
614,147363.84984680705
615,126745.67408993474
616,160983.003909063
617,133766.85631456174
618,125850.21939710295
619,106778.14099069667
620,127962.86211088911
621,136372.97771534097
622,150528.94468619904
623,98839.35430193761
624,97060.3471329818
625,77466.00746466307
626,114550.69142246908
627,84311.24809817858
628,78733.8320144193
629,136627.65158618026
630,96185.80575157127
631,130256.08034453158
632,146322.75263542923
633,129206.92890828125
634,133669.98191127708
635,81639.22469922596
636,118767.04162880368
637,148288.21701040605
638,23753.96626618915
639,77548.27831495929
640,117623.03263005517
641,122274.67398053191
642,93369.87830801216
643,152474.31778084382
644,157172.30509431253
645,51825.43954448847
646,196836.44229696077
647,127829.02945599095
648,96993.78167881609
649,123748.08589814574
650,136281.49743773814
651,136181.753398828
652,122268.87741350385
653,105076.98780068377
654,168674.90917885603
655,127154.07253758109
656,149056.92915205288
657,120253.3842701144
658,108156.81468973563
659,110361.21114778642
660,63116.64898638449
661,108429.06832730278
662,91388.23548749511
663,181122.87755255
664,122127.01090723345
665,156714.03336611285
666,164834.78001952835
667,152347.2071198315
668,69120.77640619398
669,130486.90961949136
670,140483.98876664918
671,112683.76618890183
672,124772.24602502797
673,118284.55101090195
674,110625.71846279858
675,73695.84932316192
676,89706.78248801065
677,130007.29676424847
678,148901.92718979515
679,135993.71470737297
680,174190.22746033288
681,117519.85741183837
682,160797.12148928398
683,123857.88621300473
684,132495.57413488347
685,155505.3769559318
686,168444.27527253758
687,149857.11455322348
688,164086.9973801025
689,225036.02780628842
690,126596.89699626819
691,180247.64909895675
692,201993.02944594316
693,102710.31677362155
694,135996.5713740672
695,269799.1260465041
696,229601.18870876767
697,246230.20104569008
698,232731.572596636
699,203158.557031159
700,234217.72054663845
701,310462.2777694352
702,312626.1022431109
703,232404.2689458996
704,206287.38914090217
705,144174.04276677538
706,210892.37303244256
707,174509.6998367611
708,194045.43909622563
709,241842.0403771533
710,169325.06171407984
711,133930.69774923503
712,189062.68573011135
713,216379.48528023137
714,274810.27187852736
715,286992.94531431457
716,239429.42155600627
717,223657.41317523885
718,137566.54422267503
719,203514.0729641567
720,191777.67651198432
721,208282.61895529277
722,192990.0623484519
723,113205.5445635333
724,108838.74193263872
725,143840.9281175466
726,160164.03472358984
727,156405.5821180005
728,317908.7208213518
729,66481.74359133118
730,75776.56663130273
731,98116.01723443772
732,112995.93926141156
733,105461.2788635051
734,-6319.496662562116
735,91826.09210502985
736,96432.4317066982
737,157918.69260299206
738,186171.5104942997
739,149536.81922869055
740,159906.81274656518
741,222465.70271641805
742,158895.9245141293
743,186712.08990501784
744,126171.63645875007
745,141574.29300683047
746,226690.26497222704
747,238695.5182825794
748,239074.25875406186
749,117822.00151334006
750,125876.0929644378
751,131250.91331768062
752,126083.90181102938
753,163479.64234056725
754,99443.54879918022
755,152161.37538631895
756,66487.08888068916
757,77844.1431712999
758,71226.53369022948
759,44576.930505696335
760,316434.88299940893
761,271422.0765087746
762,264406.4654068845
763,213240.1940453945
764,125470.82486457737
765,181690.91588197227
766,204457.57591723176
767,268554.1790601327
768,266938.28146857733
769,148813.94375457495
770,219104.39477719026
771,181708.91224380638
772,202961.07695949185
773,251891.27266253476
774,222703.32917981021
775,255297.74058377597
776,289906.3966909067
777,189247.77028815832
778,103292.74355717674
779,142051.64854901828
780,169283.9168284159
781,117020.64845671043
782,120732.08180946576
783,103028.12457239807
784,96331.26414120368
785,143031.02053298673
786,105180.04801805566
787,118086.2547611612
788,118043.33459278813
789,124890.77085877898
790,89843.58435125013
791,177654.91094005908
792,166069.61740466938
793,188773.66641650614
794,184008.0414969547
795,180619.37096471313
796,202153.94689218773
797,158308.0273577762
798,175297.1365407152
799,132721.3541941697
800,218988.8650276653
801,245254.79246564835
802,373628.9497924516
803,444642.6652927791
804,193184.24964365244
805,303426.1249448989
806,359157.737147417
807,423818.5044681938
808,150757.32018762824
809,195729.71849126884
810,218581.24531545906
811,209780.3546306117
812,173915.9096951494
813,177428.7452049605
814,140661.44923826656
815,188378.44868538267
816,171446.74549937865
817,155798.34001192037
818,129579.06997836071
819,109416.60344178556
820,152428.87582891414
821,165834.50775149278
822,111947.82310010638
823,129980.17825588769
824,133903.07976679006
825,123076.20225324643
826,384950.35273205856
827,304060.31876432936
828,325910.29879327933
829,391501.93069561356
830,367059.70943133376
831,400390.9121832635
832,408639.79859445454
833,375183.3400328324
834,429449.4048392807
835,269723.21061836946
836,353649.6296199371
837,350479.30561962805
838,361360.63427736587
839,329017.62605839665
840,330913.7531677185
841,279600.5019383016
842,265178.3606211454
843,278911.74936431664
844,234017.0865754298
845,213658.18093771723
846,228323.33913649924
847,213849.3461666444
848,295259.1361169951
849,241096.73099075843
850,226557.93757681022
851,164630.96879878172
852,164748.98728891843
853,184127.72985967848
854,198977.60049358086
855,227825.82259732237
856,210055.145102912
857,185818.96858420575
858,182906.66127390362
859,180798.9983392964
860,227650.070227373
861,196140.18584622082
862,187312.99598111372
863,189921.37532869837
864,228384.52149613705
865,187176.9450058269
866,210151.02981872982
867,224768.69650660295
868,179999.52972860186
869,172767.85298303535
870,349229.47304537357
871,377932.81818907696
872,333264.98053523456
873,294049.18076846504
874,306687.48889746954
875,323454.40014630696
876,194789.52607599963
877,251353.80713597513
878,230636.3635098728
879,363169.43950203195
880,203187.67266291482
881,254414.856238048
882,245853.55338075888
883,230460.60988882673
884,233029.9235612397
885,210618.329938582
886,223982.77711530487
887,250632.99885645663
888,192429.7641152819
889,308398.779828262
890,262619.1713897243
891,258713.5843832415
892,266812.1960333521
893,166742.5303655054
894,163119.25491274465
895,153686.2564582946
896,193660.56749883216
897,196169.1412759082
898,107754.87543535705
899,124290.54978402964
900,142373.86663983695
901,238474.93753319714
902,142413.4660575211
903,166174.1197691662
904,224042.06338812553
905,205224.94928711196
906,222696.97514140038
907,220451.11630240412
908,214570.16641971472
909,161004.50114548305
910,160688.40686171528
911,204086.48767992962
912,289704.1144523982
913,299726.75529753254
914,235170.85222005236
915,276453.8498545507
916,315644.6012689463
917,134472.17279909525
918,200433.65249598204
919,143448.06852905528
920,177751.16266259918
921,216743.49044499852
922,193459.5765612528
923,241508.39907683365
924,157201.34804552922
925,133294.3994424279
926,132131.03049379378
927,115389.23532831436
928,129282.7639432634
929,159323.47631564632
930,153093.46091808952
931,110557.00616718152
932,160807.4118158147
933,120638.01460680572
934,204618.23540598075
935,146663.60369196662
936,218102.01834928992
937,135191.05853402073
938,87623.76055044896
939,75489.55269463277
940,109984.6353250888
941,141606.18284517477
942,140790.76692779665
943,145502.38723715872
944,163671.81685414832
945,145937.82040970464
946,144627.25093936687
947,154649.3165428693
948,111120.28616318405
949,179408.73715198293
950,110819.82416633352
951,158868.84323982877
952,119312.3260862953
953,163383.35544645222
954,133691.16380218725
955,131597.94170686082
956,139685.6518292397
957,140016.3683691648
958,133455.9566045876
959,123066.71516897324
960,145194.75334932958
961,79853.40493959331
962,118564.86447188062
963,150262.5722466806
964,213344.45230070263
965,119748.9127761295
966,148200.81527984163
967,193958.8618145799
968,99386.34702689502
969,140128.3317598113
970,104895.67076884987
971,147905.93015404223
972,158500.39752834107
973,140319.5053684183
974,171266.01461226598
975,117745.41247948879
976,93644.487139842
977,110692.87729134629
978,81432.0990058054
979,127571.3720972863
980,105104.93308021681
981,92829.97071690059
982,135027.38223992955
983,127328.47804151474
984,96883.32816118792
985,117958.40518435149
986,186774.69148943407
987,136590.5010261063
988,116560.77526675587
989,155499.29301986456
990,111891.69495241184
991,192825.04103794802
992,96075.61996629849
993,104016.63168867087
994,148822.76245858925
995,163819.43518127716
996,130737.72845143429
997,135009.61174329248
998,118472.97848804604
999,153911.40257856823
1000,142512.57527021234
1001,136182.03002547007
1002,144509.77312929364
1003,166271.75542522347
1004,140542.29516553856
1005,108995.2915678684
1006,131397.92475278908
1007,63680.16058124902
1008,61924.32082799053
1009,200716.47002683792
1010,224939.40345146102
1011,172945.4940896618
1012,125006.05936733246
1013,74852.29476586945
1014,190986.6502274034
1015,104922.00557669475
1016,127151.78570765983
1017,149118.59321025485
1018,93316.90562086683
1019,146807.80567763798
1020,132911.31003226366
1021,112881.13931136153
1022,102717.7708204446
1023,132112.14728248143
1024,126800.75571795025
1025,136333.83022912883
1026,183706.99493441588
1027,169856.5606908958
1028,164139.47597118036
1029,140090.83906231198
1030,115154.65202696843
1031,202482.9203063679
1032,157653.39202929795
1033,143384.42100713993
1034,67604.75782128966
1035,232606.56967287124
1036,152826.7698821266
1037,111417.86938985907
1038,86525.02384263034
1039,95144.29161662323
1040,141640.15285924816
1041,139007.98412719072
1042,96809.20492559961
1043,177350.20205870297
1044,220015.24718368627
1045,241906.56478791052
1046,282539.35659454897
1047,238424.6603716434
1048,211676.64091864348
1049,206211.94195928026
1050,175403.62210442004
1051,203932.53601963274
1052,229486.7152668979
1053,344507.65447965835
1054,155626.65428376893
1055,171726.7325098118
1056,143396.53100392708
1057,134578.13211519833
1058,228016.70103057448
1059,217721.9755027519
1060,186940.7542648636
1061,223187.85280587876
1062,113320.891622575
1063,139042.7952871591
1064,139763.77528289703
1065,157548.83187895242
1066,138063.10377248508
1067,126057.41697023374
1068,150912.77149441998
1069,140139.9221541564
1070,237711.53966067146
1071,216919.76123152176
1072,201791.771642064
1073,234907.5911542694
1074,268415.5077478941
1075,228510.57843483295
1076,236437.4465957779
1077,178207.0886564222
1078,199782.74236092766
1079,200098.9526251732
1080,183452.4002765394
1081,168223.31812297145
1082,85393.41441490914
1083,111619.93945927169
1084,137097.6801803775
1085,115672.71229619629
1086,141583.58548866454
1087,176568.92506867868
1088,141759.60728461025
1089,707880.3096329145
1090,138938.22589752803
1091,146449.8496792671
1092,81644.69707870139
1093,83425.08755986292
1094,119948.98735107575
1095,81307.26908566916
1096,105100.36358568474
1097,176704.15223125357
1098,145446.85525292798
1099,169672.44794598516
1100,158961.97086941742
1101,146063.53575952505
1102,154099.83407112779
1103,208895.45976143036
1104,173773.83907722466
1105,167113.91664173012
1106,143806.36241714828
1107,222586.0341472849
1108,219645.79672931493
1109,106041.67818509074
1110,189061.08425016855
1111,129897.23112353252
1112,206850.31415140964
1113,315988.1807972083
1114,147818.8788226302
1115,132220.12316672096
1116,145451.0824778264
1117,82279.19216831458
1118,39144.72123441848
1119,104574.22006871237
1120,124779.47901838421
1121,152342.1194793809
1122,283463.8071573358
1123,170383.9556302051
1124,191166.2046712107
1125,224088.51379114247
1126,203140.12318636195
1127,145543.31930964193
1128,155403.0869823658
1129,206409.3676318543
1130,247781.30829266418
1131,233326.7904923062
1132,273275.68173239444
1133,196863.65934943382
1134,206390.1571497152
1135,283363.3343226778
1136,186843.63832722433
1137,270163.1425423918
1138,329277.1794973987
1139,173564.1248347558
1140,106661.21754019284
1141,50113.5860341822
1142,91356.21095324271
1143,77627.25991418121
1144,48471.50886736385
1145,148380.93610749597
1146,189066.29858852678
1147,207205.47078127172
1148,176898.4148305446
1149,118419.99283245234
1150,121775.54545603934
1151,163852.69148214263
1152,129692.92370588609
1153,111354.08918887514
1154,159349.2422908985
1155,171622.61759566385
1156,191345.53458599772
1157,204768.0427597933
1158,192755.7910267785
1159,175012.89187437476
1160,166042.32165348803
1161,175115.9620188264
1162,246669.14612917797
1163,311444.0454490785
1164,291007.40144979407
1165,172633.22004769032
1166,183535.11889772455
1167,455311.4984816087
1168,460318.4472397703
1169,376201.1871332456
1170,429782.1324831442
1171,422118.5535143097
1172,307746.38474600215
1173,414042.839240914
1174,129592.04927850983
1175,164916.31021584416
1176,181697.6715574813
1177,275745.9489934818
1178,183647.93635970762
1179,151006.5539078706
1180,101104.91640283124
1181,166730.2895307176
1182,119793.35974993462
1183,132078.30215757588
1184,111624.11577963186
1185,92932.52241128116
1186,111981.77905465169
1187,152119.71992340274
1188,158947.72825954662
1189,130191.34108562072
1190,130709.74953078353
1191,365884.57078437525
1192,280368.9621311276
1193,269243.8040176646
1194,393721.2211326797
1195,365185.2786440029
1196,371569.61747676897
1197,340849.1543302095
1198,320248.13112299045
1199,380534.86689456325
1200,360910.20987113315
1201,367068.4161165814
1202,294501.1762901478
1203,287923.41462251823
1204,315277.92527853063
1205,276998.84062986996
1206,188103.46489376941
1207,172119.7382532702
1208,189111.9778070938
1209,293129.99863278185
1210,188016.44037508624
1211,187404.35094765824
1212,197852.87321255743
1213,198607.18417748206
1214,179002.86186304767
1215,205126.0819264795
1216,194994.91175294257
1217,211512.1163826648
1218,298012.5353376407
1219,303666.74487390375
1220,396247.46518704767
1221,333061.51531947695
1222,462774.96095510124
1223,334267.55518679286
1224,348118.48911057535
1225,253257.26261373077
1226,273527.43574213644
1227,213732.59541222674
1228,205118.42528860454
1229,332496.4504808733
1230,202508.9198972479
1231,147389.97378022232
1232,225272.55474541514
1233,154025.05638202338
1234,202264.8606349588
1235,189670.65557102722
1236,175350.1015343158
1237,120577.54427246533
1238,160308.03942143446
1239,138427.24502285305
1240,137149.26458228836
1241,99759.25071019768
1242,124594.76720611543
1243,135305.9929490236
1244,104140.37046594406
1245,87583.82206891611
1246,101386.25266827673
1247,129110.6200937167
1248,107454.68878088675
1249,127026.37561715838
1250,263484.40916218556
1251,378653.00398741587
1252,166044.25995487525
1253,143304.27950764514
1254,170683.29322798064
1255,146895.8935855398
1256,214512.7247745141
1257,221942.73865652076
1258,152502.49312088994
1259,173872.65877086305
1260,119078.32836679404
1261,163771.99508696757
1262,147020.12336866866
1263,103722.68593043668
1264,125148.44954001847
1265,142406.81050328014
1266,180832.9056504621
1267,200396.5211792408
1268,142473.1524491556
1269,147640.38047560875
1270,133841.30305865267
1271,141505.77899060625
1272,161879.90396837448
1273,119466.42616186923
1274,132001.31958355845
1275,129526.34146004784
1276,111270.29098929478
1277,131212.47929447572
1278,141038.31455234037
1279,136043.79188002826
1280,148276.2150687191
1281,150284.8424501237
1282,163213.4858347882
1283,171220.44718325586
1284,149804.78593300638
1285,117551.99378878105
1286,178807.0778009843
1287,125263.80750793194
1288,138586.06547775524
1289,111790.89822785805
1290,133503.63498892958
1291,226876.18572455712
1292,150467.92766448963
1293,194975.91219592534
1294,136757.3760371334
1295,87165.07953859329
1296,59453.60562114094
1297,94937.7143261005
1298,155541.65811464033
1299,125755.02752059791
1300,136844.41763456212
1301,129139.41790159683
1302,176739.19137068393
1303,174634.44014101394
1304,259604.30356943439
1305,128998.01871207476
1306,94788.38047731093
1307,136085.28622530284
1308,142347.03148177883
1309,143296.9090225609
1310,93621.2348304287
1311,110660.8161619448
1312,179951.01394867033
1313,140993.99441784323
1314,128792.93861467642
1315,151533.12787309798
1316,149002.04538604317
1317,120158.4402956377
1318,133755.94158956624
1319,83386.89116078179
1320,87988.8955912419
1321,86751.62837806444
1322,91623.17151080254
1323,142804.98476842412
1324,150159.5345347597
1325,66118.36854249336
1326,130146.13630861734
1327,74525.99196639525
1328,168339.59803409505
1329,92477.20583793962
1330,35812.983515963446
1331,106824.07346129595
1332,142882.0652816466
1333,99094.93767665593
1334,134626.18191006992
1335,92978.91940592507
1336,202510.92086806035
1337,137985.12227452293
1338,112357.51381973902
1339,75673.5896333626
1340,108416.65236453025
1341,118137.65793434177
1342,157071.087730742
1343,143541.02726658015
1344,103732.91985220164
1345,77066.18670878846
1346,160963.37027329102
1347,161286.60354527496
1348,113054.01699009378
1349,123269.72095151007
1350,173771.52074702247
1351,172699.17589554554
1352,161566.4117635053
1353,153590.2967315592
1354,119289.47240581816
1355,221579.9457509884
1356,160323.79198286662
1357,118829.1475492384
1358,190733.06662302258
1359,129443.30086327223
1360,104796.45222994017
1361,194839.43475712094
1362,291755.62781751144
1363,152052.7083514559
1364,166614.36650650017
